mode,example,elapsed_ms
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,flag_non_ser_turned_ser,98
remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,103
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,99
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,96
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,flag_non_ser_turned_ser,96
regular,fred2_arith,30004
bidirectional,fred2_arith,2415
remove-redundant-parts,fred2_arith,30003
bidirectional+remove-redundant-parts,fred2_arith,2306
remove-redundant-sets,fred2_arith,30004
bidirectional+remove-redundant-sets,fred2_arith,2714
remove-redundant-parts+remove-redundant-sets,fred2_arith,30003
bidirectional+remove-redundant-parts+remove-redundant-sets,fred2_arith,2684
generate-less,fred2_arith,30005
bidirectional+generate-less,fred2_arith,2915
remove-redundant-parts+generate-less,fred2_arith,30004
bidirectional+remove-redundant-parts+generate-less,fred2_arith,3002
remove-redundant-sets+generate-less,fred2_arith,30005
bidirectional+remove-redundant-sets+generate-less,fred2_arith,3861
remove-redundant-parts+remove-redundant-sets+generate-less,fred2_arith,30005
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less,fred2_arith,2847
smart-kleene-order,fred2_arith,30004
bidirectional+smart-kleene-order,fred2_arith,2594
remove-redundant-parts+smart-kleene-order,fred2_arith,30004
bidirectional+remove-redundant-parts+smart-kleene-order,fred2_arith,2788
remove-redundant-sets+smart-kleene-order,fred2_arith,30004
bidirectional+remove-redundant-sets+smart-kleene-order,fred2_arith,2288
remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2_arith,30005
bidirectional+remove-redundant-parts+remove-redundant-sets+smart-kleene-order,fred2_arith,2702
generate-less+smart-kleene-order,fred2_arith,30004
bidirectional+generate-less+smart-kleene-order,fred2_arith,3538
remove-redundant-parts+generate-less+smart-kleene-order,fred2_arith,30003
bidirectional+remove-redundant-parts+generate-less+smart-kleene-order,fred2_arith,2843
remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,30005
bidirectional+remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,18415
remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,174
bidirectional+remove-redundant-parts+remove-redundant-sets+generate-less+smart-kleene-order,fred2_arith,3040
regular,fred2,30004
bidirectional,fred2,30004
remove-redundant-parts,fred2,30004
bidirectional+remove-redundant-parts,fred2,30004
remove-redundant-sets,fred2,30004
bidirectional+remove-redundant-sets,fred2,30003
remove-redundant-parts+remove-redundant-sets,fred2,30004
bidirectional+remove-redundant-parts+remove-redundant-sets,fred2,30004
generate-less,fred2,30005
bidirectional+generate-less,fred2,30005
remove-redundant-parts+generate-less,fred2,30004
bidirectional+remove-redundant-parts+generate-less,fred2,30004
remove-redundant-sets+generate-less,fred2,30004
bidirectional+remove-redundant-sets+generate-less,fred2,30004
